title,wine_type,variety,flavor_categories_taste_notes,points,description,price,winery,country,province,region
Von Strasser 2010 Estate Vineyard Cabernet Sauvignon (Diamond Mountain District),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"While the winery's regular 2010 Diamond Mountain Cab is a barrel selection, this Estate Vineyard selection consists of “only the darkest, most extracted lots,” from the winery's various vineyards, according to the winemaker. That's exactly what you get, an inky wine, it's huge on the palate with blackberries, currants and dark chocolate, augmented by plenty of new French oak. It is absolutely delicious now, but the tannin structure guarantees to develop for 10–20 years.",80,Von Strasser,US,California,Diamond Mountain District
Von Strasser 2010 Sori Bricco Vineyard Cabernet Sauvignon (Diamond Mountain District),Red,Cabernet Sauvignon,"full bodied, robust",95,"This is an enormous Cabernet, as packed with intensity and power as anything in Napa Valley. The vineyard is Von Strasser's highest on the mountain, which maximally exposes it to the sun, and you can taste the solar ripeness in the intense essence of black currants and dark chocolate. The tannins exhibit classic Diamond Mountain potency. This is a dense Cabernet that needs serious time in the cellar. Hold until 2019, and it will continue to develop for many years afterward.",80,Von Strasser,US,California,Diamond Mountain District
Château Trotanoy 2010  Pomerol,Red,Bordeaux-style Red Blend,"full bodied, robust",96,"A complex wine, exhibiting smoky tannins, rich fruit, a dark texture and concentration. Produced by the Moueix winemaking team, it feels complete with its sense of style and elegance as well as weight. Give this powerful wine many years in the cellar.",475,Château Trotanoy,France,Bordeaux,Pomerol
Mocali 2007 Riserva  (Brunello di Montalcino),Red,Sangiovese Grosso,"full bodied, robust",96,"Mocali's beautiful riserva opens with an inky dark appearance, thick concentration and savory aromas of leather and spice that add one more layer of complexity to an already very enticing wine. At the core, it is redolent of dark fruit and cherry, and the mouthfeel is thick and luscious. The richness of the color is beautiful as is the suppleness of the wine's texture. Hold 10 years.",73,Mocali,Italy,Tuscany,Brunello di Montalcino
Le Dôme 2010  Saint-Émilion,Red,Bordeaux-style Red Blend,"full bodied, robust",95,"This is a perfumed wine, dominated by Cabernet Franc. Black fruits are layered with wood, dry tannins and a beautiful aromatic quality. The wine is deep and complex, built for the long term with its power, density and considerable elegance.",235,Le Dôme,France,Bordeaux,Saint-Émilion
B Cellars 2009 Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon (St. Helena),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"This Dr. Crane vineyard has really rocked in recent vintages. Enormously rich and deep, with a fabulous compaction of black currant, dark chocolate, baking spice and cedar flavors. There's an interesting grilled meatiness, like the charred fat on a great steak, and lots of new oak, but it's perfectly integrated. The smoky, toasty barrel notes are perfect companions to the fruit's power. Drink this 100% Cab now and over the next 12–15 years.",145,B Cellars,US,California,St. Helena
B Cellars 2009 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),Red,Cabernet Sauvignon,"full bodied, robust",95,"An outstanding Cabernet that shows its pedigreed origin in every respect. The aroma is profound with black currants, flavors deep and concentrated, and tannins as smooth and complex as Napa can produce. So beautiful now, it's hard to resist drinking it, but this lovely wine should improve for a decade, slowly developing in the bottle.",165,B Cellars,US,California,Oakville
Il Poggione 2007 Vigna Paganelli Riserva  (Brunello di Montalcino),Red,Sangiovese Grosso,"medium bodied, balanced",95,"Vigna Paganelli shows amazing results with a bright fruit quality that translates into black cherry and blackberry. At the back are sophisticated tones of leather, tobacco and light touches of spice that give the wine depth and elegance. The most interesting aspect, however, is the mouthfeel that shows firm but beautifully ripe tannins that will help the wine age 10 years or more.",115,Il Poggione,Italy,Tuscany,Brunello di Montalcino
Castello Banfi 2007 Poggio all'Oro Riserva  (Brunello di Montalcino),Red,Sangiovese Grosso,"full bodied, robust",95,"Castello Banfi delivers a sophisticated and elegant expression with pretty highlights of dark fruit, cassis, crushed spice and even a dusting of black pepper. This classy riserva delivers dark concentration, polished tannins, balanced acidity and long fruit-driven persistency. Best in 5–10 years.",150,Castello Banfi,Italy,Tuscany,Brunello di Montalcino
Château Bélair-Monange 2010  Saint-Émilion,Red,Bordeaux-style Red Blend,"medium bodied, balanced",95,"A big, complex wine from this continually improving property, this is now performing at its classed-growth level with concentrated ripe berry fruits and chocolate flavors. The wood aging is still showing through and needs time to integrate better, but as it does, this will be a great wine.",375,Château Bélair-Monange,France,Bordeaux,Saint-Émilion
Château Haut-Bailly 2010  Pessac-Léognan,Red,Bordeaux-style Red Blend,other,95,"A powerful and complex wine from an estate performing on its top form. Solid tannins, layers of wood and dark fruits combine to give a wine that offers both richness and a dense structure. This Haut-Bailly should age impressively and for many years.",160,Château Haut-Bailly,France,Bordeaux,Pessac-Léognan
Château la Fleur-Pétrus 2010  Pomerol,Red,Bordeaux-style Red Blend,"full bodied, robust",95,"A majestic wine, grand in every sense. It has weight, the firmest of tannins and an immense sense of structure. This neighbor of Château Pétrus is firmly dense, showing both the fruits and the tannins in balance. Give this wine at least 10 years in the cellar.",398,Château la Fleur-Pétrus,France,Bordeaux,Pomerol
Vieux Château Mazerat 2010  Saint-Émilion,Red,Bordeaux-style Red Blend,"full bodied, robust",95,"This is a big and smoky wine that's very concentrated. It shows both the power and the structure of the vintage, as well as balances fresh, fragrant fruit. Dry tannins and the dusty texture are finely integrated into a wine that layers wood, intense acidity and great long-term potential.",130,Vieux Château Mazerat,France,Bordeaux,Saint-Émilion
Signorello 2005 Padrone Proprietary Red Wine Red (Napa Valley),Red,Bordeaux-style Red Blend,"medium bodied, balanced",97,"Marks a welcome return to the magnificence of the 2002, although more recent vintages haven't exactly been slouches. The '05 is amazing, a densely structured, deeply flavored Bordeaux blend that's mainly Cabernet Sauvignon. Shows classic notes of cassis, currants and black cherry liqueur, while 70% new oak adds enticingly rich layers of sweet toast and smoky vanilla. The tannins are pure, classic Napa, very refined and ripe, offering solid structural support with no trace of astringency. Beautiful now, and should slowly develop for many years.",110,Signorello,US,California,Napa Valley
Talley 2005 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),Red,Pinot Noir,"full bodied, robust",97,"This is a great 2005 Pinot Noir, the best ever from Talley. The wine somehow combines huge ripe fruit with delicacy. It floods the mouth with profound currant, cherry pie, licorice, cola, raspberry, cocoa and vanilla smoke flavors, yet feels light and silky, and is thoroughly dry. That's the magic of Pinot Noir. You can enjoy this small production wine now, and it should develop additional complexities for 10 years.",70,Talley,US,California,Arroyo Grande Valley
Château Giscours 2014  Margaux,Red,Bordeaux-style Red Blend,"full bodied, robust",95,"Still dry and concentrated and with swathes of rich tannins, the wine is dark and dense. The undertow of ripe black fruit is impressive. It obviously has considerable aging potential, Drink this serious wine from 2025.",50,Château Giscours,France,Bordeaux,Margaux
Château Rauzan-Ségla 2014  Margaux,Red,Bordeaux-style Red Blend,"medium bodied, balanced",95,"This is a full-bodied wine, from one of the leading estates in Margaux. It is ripe with juicy blackberry and black-currant fruits. This fruit contrasts with the dark tannins and powerful structure. It is going to develop slowly and impressively to be ready to drink from 2025.",55,Château Rauzan-Ségla,France,Bordeaux,Margaux
Gaja 2013 Costa Russi  (Barbaresco),Red,Nebbiolo,"full bodied, robust",95,"Red berry, aromatic herb, pressed violet and dark spice aromas meld together in the glass. Firmly structured, the palate boasts intensity and energy, offering dark cherry, licorice and mint set against a backbone of fine-grained tannins and fresh acidity. It's well balanced but young so give this time to fully develop. Drink 2020–2032.",450,Gaja,Italy,Piedmont,Barbaresco
K Vintners 2013 The Hidden Northridge Vineyard Syrah (Wahluke Slope),Red,Syrah,"medium bodied, balanced",95,"Aromas of pomegranate, black fruit, herb and barrel spice lead to rich seamless palate-coating dark-fruit flavors. It's hedonistic but retains a sense of balance along with an unabashed deliciousness.",70,K Vintners,US,Washington,Wahluke Slope
La Jota Vineyard 2013 Howell Mountain Estate Cabernet Sauvignon (Howell Mountain),Red,Cabernet Sauvignon,"full bodied, robust",95,"This full-bodied, concentrated wine shows plenty of power in its bringing together of the variety with smaller percentages of Merlot, Cabernet Franc, Petit Verdot and Malbec. With a huge presence on the palate that lingers and stays in one's brain, it shows a reductive quality of toasted oak along with black pepper, bark and leather saddle,. It's a wine to enjoy from a giant leather chaise, if possible. Cellar until 2023.",85,La Jota Vineyard,US,California,Howell Mountain
Robert Mondavi 2013 To Kalon Vineyard 50th Anniversary Reserve Cabernet Sauvignon (Oakville),Red,Cabernet Sauvignon,"medium bodied, balanced",95,"A wine marking the 50th anniversary of Robert Mondavi Winery's founding, this shows the grandeur of the man, the vineyard and the vintage. Full bodied and robust, it's intense in bark, tar and black licorice, with dottings of coconut. Aromatically inviting, it's dusty and soft, with acres of complexity and structure. Enjoy it in 2023 and beyond.",155,Robert Mondavi,US,California,Oakville
Nino Negri 2013 5 Stelle  (Sforzato di Valtellina),Red,Nebbiolo,"full bodied, robust",95,"Full-bodied and velvety, this opens with alluring aromas of baking spice, mature plum, violet, Alpine herb and a balsamic note. The concentrated palate is smooth and robust, but it also boasts a weightless quality, delivering dried black cherry, nutmeg, cinnamon, anise, dried date and pipe tobacco alongside firm polished tannins and fresh acidity. A mineral note closes the finish. This is the best Sfursat 5 Stelle I've tried so far. Drink 2018–2028.",82,Nino Negri,Italy,Lombardy,Sforzato di Valtellina
Walt 2014 Sierra Mar Pinot Noir (Santa Lucia Highlands),Red,Pinot Noir,"medium bodied, balanced",95,"Sultry aromas of black plum, violet, lava rocks, smoke, caramelized beef, forest floor and star anise draw the nose into this hearty, well-rounded wine. There is both vibrant energy and tannic grip to the palate, with dense, dark cranberry, tangy fruit skins, a touch of vanilla and a minty fennel element on the finish.",75,Walt,US,California,Santa Lucia Highlands
Westerly 2012 Fletcher's Red (Santa Ynez Valley),Red,Red Blend,"full bodied, robust",95,"From the Happy Canyon-based team behind the ultra luxury Crown Point project comes this bottling, offering a taste of the high life for a slightly more affordable price. Pressed blueberry, black cherry and sour plum aromas mesh with dried oregano, bay leaf, black pepper and pencil shavings on the nose. There's lots of depth to the palate, with dark olallieberry, eucalyptus oil and pine needle flavors leading into a hazelnut, caramel, coffee and vanilla finish.",75,Westerly,US,California,Santa Ynez Valley
Albatross Ridge 2014 Estate Reserve Pinot Noir (Carmel Valley),Red,Pinot Noir,"medium bodied, balanced",95,"From stunningly set vines overlooking the Carmel Valley that in this vintage produced only 1.25 tons an acre (or 1.12 pounds per plant) comes this stellar wine, redolent on the nose with black plum, mulberry, turned earth, wet mud, woody sagebrush, incense and sandalwood. There is great energy on the palate, with mulberry and elderberry flavors enhanced by light coffee, soil and fennel bulbs.",55,Albatross Ridge,US,California,Carmel Valley
